,id,name,age,number,position,photo,batch_timestamp
0,290685,Ángel Jiménez,21.0,,Goalkeeper,https://media.api-sports.io/football/players/290685.png,2024-05-25 18:34:24.312783
1,85703,T. Carrique,24.0,,Defender,https://media.api-sports.io/football/players/85703.png,2024-05-25 18:34:24.312783
2,184361,Antonio Leal,24.0,,Defender,https://media.api-sports.io/football/players/184361.png,2024-05-25 18:34:24.312783
3,30403,M. Benassi,29.0,24.0,Midfielder,https://media-1.api-sports.io/football/players/30403.png,2023-08-22 18:30:13.903897
4,1837,N. Armini,22.0,,Defender,https://media-2.api-sports.io/football/players/1837.png,2023-08-29 18:30:12.787717
5,80233,V. Stojanovski,26.0,15.0,Attacker,https://media-1.api-sports.io/football/players/80233.png,2023-06-28 18:30:11.997394
6,90666,Nicolas Feldhahn,36.0,28.0,Defender,https://media.api-sports.io/football/players/90666.png,2022-07-23 18:30:47.159949
7,22004,Moreto Cassamá,25.0,,Midfielder,https://media.api-sports.io/football/players/22004.png,2024-03-25 18:41:01.268414
8,2047,Aleix Vidal,34.0,22.0,Defender,https://media-2.api-sports.io/football/players/2047.png,2023-06-04 18:30:11.452933
9,180764,G. Artistico,21.0,,Attacker,https://media-2.api-sports.io/football/players/180764.png,2023-07-23 18:30:12.007680
10,20765,Josué Albert,30.0,17.0,Defender,https://media.api-sports.io/football/players/20765.png,2022-05-21 18:30:49.470833
11,128772,D. Zima,23.0,,Defender,https://media.api-sports.io/football/players/128772.png,2024-07-12 18:42:29.545412
12,331330,Matías Árbol,21.0,33.0,Goalkeeper,https://media.api-sports.io/football/players/331330.png,2024-07-17 18:43:08.874546
13,46940,E. Burgos,31.0,6.0,Defender,https://media.api-sports.io/football/players/46940.png,2024-06-12 14:37:57.435188
14,129880,S. Ramos,22.0,21.0,Defender,https://media.api-sports.io/football/players/129880.png,2024-06-12 14:37:57.435188
15,3398,G. Bong,34.0,13.0,Defender,https://media.api-sports.io/football/players/3398.png,2022-05-29 18:30:47.899040
16,50940,Nani,37.0,30.0,Attacker,https://media.api-sports.io/football/players/50940.png,2024-05-20 18:32:09.266592
17,30421,B. Djimsiti,30.0,6.0,Defender,https://media.api-sports.io/football/players/30421.png,2024-06-23 20:01:55.330630
18,275776,K. Asllani,21.0,21.0,Midfielder,https://media.api-sports.io/football/players/275776.png,2024-06-23 20:01:55.330630
19,48577,N. Bajrami,24.0,10.0,Midfielder,https://media.api-sports.io/football/players/48577.png,2024-06-23 20:01:55.330630
20,335071,M. Berisha,20.0,16.0,Midfielder,https://media.api-sports.io/football/players/335071.png,2024-06-23 20:01:55.330630
21,15673,Y. Ramadani,27.0,20.0,Midfielder,https://media.api-sports.io/football/players/15673.png,2024-06-23 20:01:55.330630
22,138822,A. Broja,22.0,11.0,Attacker,https://media.api-sports.io/football/players/138822.png,2024-06-23 20:01:55.330630
23,46725,R. Manaj,26.0,7.0,Attacker,https://media.api-sports.io/football/players/46725.png,2024-06-23 20:01:55.330630
24,30827,M. Erlić,25.0,5.0,Defender,https://media.api-sports.io/football/players/30827.png,2024-06-23 20:01:55.524731
25,2813,M. Dmitrović,31.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/2813.png,2024-07-17 18:43:08.874546
26,1084,M. Pongračić,26.0,3.0,Defender,https://media.api-sports.io/football/players/1084.png,2024-06-23 20:01:55.524731
27,125171,J. Stanišić,23.0,2.0,Defender,https://media.api-sports.io/football/players/125171.png,2024-06-23 20:01:55.524731
28,201,M. Brozović,31.0,11.0,Midfielder,https://media.api-sports.io/football/players/201.png,2024-06-23 20:01:55.524731
29,56313,Simone Pinna,25.0,17.0,Defender,https://media.api-sports.io/football/players/56313.png,2022-07-23 18:30:47.159949
30,308346,Alberto Flores,20.0,31.0,Goalkeeper,https://media.api-sports.io/football/players/308346.png,2024-07-17 18:43:08.874546
31,754,L. Modrić,38.0,10.0,Midfielder,https://media.api-sports.io/football/players/754.png,2024-06-23 20:01:55.524731
32,2763,M. Pašalić,28.0,15.0,Midfielder,https://media.api-sports.io/football/players/2763.png,2024-06-23 20:01:55.524731
33,842,N. Vlašić,26.0,13.0,Midfielder,https://media.api-sports.io/football/players/842.png,2024-06-23 20:01:55.524731
34,46746,A. Budimir,32.0,16.0,Attacker,https://media.api-sports.io/football/players/46746.png,2024-06-23 20:01:55.524731
35,19172,Ø. Nyland,33.0,13.0,Goalkeeper,https://media.api-sports.io/football/players/19172.png,2024-07-17 18:43:08.874546
36,2360,D. Giannoulis,28.0,30.0,Defender,https://media.api-sports.io/football/players/2360.png,2024-05-16 18:35:28.932125
37,290686,Rafael Romero,20.0,32.0,Goalkeeper,https://media.api-sports.io/football/players/290686.png,2024-07-17 18:43:08.874546
38,1493,M. Acuña,32.0,19.0,Defender,https://media.api-sports.io/football/players/1493.png,2024-07-17 18:43:08.874546
39,2852,L. Augustinsson,29.0,,Defender,https://media.api-sports.io/football/players/2852.png,2024-07-17 18:43:08.874546
40,174918,L. Badé,23.0,22.0,Defender,https://media.api-sports.io/football/players/174918.png,2024-07-17 18:43:08.874546
41,335057,Darío Benavides,20.0,29.0,Defender,https://media.api-sports.io/football/players/335057.png,2024-07-17 18:43:08.874546
42,195923,José Ángel Carmona,21.0,,Defender,https://media.api-sports.io/football/players/195923.png,2024-07-17 18:43:08.874546
43,433,Marcão,27.0,23.0,Defender,https://media.api-sports.io/football/players/433.png,2024-07-17 18:43:08.874546
44,47329,Adrià Pedrosa,25.0,3.0,Defender,https://media.api-sports.io/football/players/47329.png,2024-07-17 18:43:08.874546
45,335037,Diego Hormigo,20.0,38.0,Defender,https://media.api-sports.io/football/players/335037.png,2024-07-17 18:43:08.874546
46,2468,G. Montiel,26.0,4.0,Defender,https://media.api-sports.io/football/players/2468.png,2024-07-17 18:43:08.874546
47,2054,Jesús Navas,38.0,16.0,Defender,https://media.api-sports.io/football/players/2054.png,2024-07-17 18:43:08.874546
48,133110,T. Nianzou,21.0,14.0,Defender,https://media.api-sports.io/football/players/133110.png,2024-07-17 18:43:08.874546
49,297311,Kike Salas,21.0,27.0,Defender,https://media.api-sports.io/football/players/297311.png,2024-07-17 18:43:08.874546
50,331607,Manu Bueno,19.0,28.0,Midfielder,https://media.api-sports.io/football/players/331607.png,2024-07-17 18:43:08.874546
51,329729,Lulo Dasilva,21.0,39.0,Midfielder,https://media.api-sports.io/football/players/329729.png,2024-07-17 18:43:08.874546
52,15,T. Delaney,32.0,,Midfielder,https://media.api-sports.io/football/players/15.png,2024-07-17 18:43:08.874546
53,1650,Suso,30.0,7.0,Midfielder,https://media.api-sports.io/football/players/1650.png,2024-07-17 18:43:08.874546
54,1489,N. Gudelj,32.0,6.0,Midfielder,https://media.api-sports.io/football/players/1489.png,2024-07-17 18:43:08.874546
55,340152,S. Idumbo-Muzambo,18.0,41.0,Midfielder,https://media.api-sports.io/football/players/340152.png,2024-07-17 18:43:08.874546
56,2924,A. Januzaj,28.0,25.0,Midfielder,https://media.api-sports.io/football/players/2924.png,2024-07-17 18:43:08.874546
57,47389,Joan Jordán,29.0,8.0,Midfielder,https://media.api-sports.io/football/players/47389.png,2024-07-17 18:43:08.874546
58,1911,L. Ocampos,29.0,5.0,Midfielder,https://media.api-sports.io/football/players/1911.png,2024-07-17 18:43:08.874546
59,119235,Pedro Ortiz,23.0,,Midfielder,https://media.api-sports.io/football/players/119235.png,2024-07-17 18:43:08.874546
60,47416,Óscar Rodríguez,25.0,,Midfielder,https://media.api-sports.io/football/players/47416.png,2024-07-17 18:43:08.874546
61,182772,Juanlu Sánchez,20.0,26.0,Midfielder,https://media.api-sports.io/football/players/182772.png,2024-07-17 18:43:08.874546
62,18770,E. Jakupović,39.0,1.0,Goalkeeper,https://media-4.api-sports.io/football/players/18770.png,2023-12-09 18:34:22.906086
63,957,D. Sow,26.0,18.0,Midfielder,https://media.api-sports.io/football/players/957.png,2024-07-17 18:43:08.874546
64,39121,C. Ejuke,25.0,,Attacker,https://media.api-sports.io/football/players/39121.png,2024-07-17 18:43:08.874546
65,47422,Y. En-Nesyri,26.0,15.0,Attacker,https://media.api-sports.io/football/players/47422.png,2024-07-17 18:43:08.874546
66,22219,A. Jakubech,26.0,16.0,Goalkeeper,https://media.api-sports.io/football/players/22219.png,2024-07-09 18:33:58.503517
67,25458,D. Lukebakio,26.0,11.0,Attacker,https://media.api-sports.io/football/players/25458.png,2024-07-17 18:43:08.874546
68,185398,Isaac,23.0,20.0,Attacker,https://media.api-sports.io/football/players/185398.png,2024-07-17 18:43:08.874546
69,386270,Ibrahima Sow,22.0,30.0,Attacker,https://media.api-sports.io/football/players/386270.png,2024-07-17 18:43:08.874546
70,2036,Juan Soriano,26.0,,Goalkeeper,https://media.api-sports.io/football/players/2036.png,2024-07-17 18:43:10.694325
71,1832,Marco Alia,22.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/1832.png,2022-05-01 18:30:49.555661
72,91311,Nicola Borghetto,23.0,12.0,Goalkeeper,https://media.api-sports.io/football/players/91311.png,2022-05-01 18:30:49.555661
73,38713,S. van Hooijdonk,23.0,14.0,Attacker,https://media.api-sports.io/football/players/38713.png,2024-05-16 18:35:28.932125
74,182640,Ander Iru,25.0,,Goalkeeper,https://media.api-sports.io/football/players/182640.png,2024-05-25 18:34:26.252752
75,131492,Aritz Arambarri,25.0,22.0,Defender,https://media.api-sports.io/football/players/131492.png,2024-07-17 18:43:10.694325
76,129657,Enric Franquesa,26.0,15.0,Defender,https://media.api-sports.io/football/players/129657.png,2024-07-17 18:43:10.694325
77,46849,Javi Hernández,25.0,,Defender,https://media.api-sports.io/football/players/46849.png,2024-07-17 18:43:10.694325
78,47568,Miramón,34.0,21.0,Defender,https://media.api-sports.io/football/players/47568.png,2024-07-17 18:43:10.694325
79,47407,A. Nyom,35.0,2.0,Defender,https://media.api-sports.io/football/players/47407.png,2024-07-17 18:43:10.694325
80,21701,V. Rosier,27.0,,Defender,https://media.api-sports.io/football/players/21701.png,2024-07-17 18:43:10.694325
81,47080,Jorge Sáenz,27.0,3.0,Defender,https://media.api-sports.io/football/players/47080.png,2024-07-17 18:43:10.694325
82,47420,Javier Avilés,26.0,7.0,Midfielder,https://media.api-sports.io/football/players/47420.png,2024-07-17 18:43:10.694325
83,47361,D. Brašanac,31.0,14.0,Midfielder,https://media.api-sports.io/football/players/47361.png,2024-07-17 18:43:10.694325
84,185202,Juan Cruz,23.0,11.0,Midfielder,https://media.api-sports.io/football/players/185202.png,2024-07-17 18:43:10.694325
85,41976,Y. Neyou,26.0,17.0,Midfielder,https://media.api-sports.io/football/players/41976.png,2024-07-17 18:43:10.694325
86,47321,Roberto López,23.0,,Midfielder,https://media.api-sports.io/football/players/47321.png,2024-07-17 18:43:10.694325
87,46664,Luis Perea,26.0,8.0,Midfielder,https://media.api-sports.io/football/players/46664.png,2024-07-17 18:43:10.694325
88,47262,Portillo,33.0,7.0,Midfielder,https://media.api-sports.io/football/players/47262.png,2024-07-17 18:43:10.694325
89,18829,Jack Wilshere,30.0,10.0,Midfielder,https://media.api-sports.io/football/players/18829.png,2022-05-21 18:30:49.236979
90,327,A. Ounas,27.0,11.0,Midfielder,https://media.api-sports.io/football/players/327.png,2024-07-09 18:33:58.503517
91,856,G. Chiellini,39.0,14.0,Defender,https://media-4.api-sports.io/football/players/856.png,2023-12-09 18:34:22.906086
92,47494,Miguel de la Fuente,24.0,9.0,Attacker,https://media.api-sports.io/football/players/47494.png,2024-07-17 18:43:10.694325
93,135831,Luis Castillo Grau,22.0,,Goalkeeper,https://media.api-sports.io/football/players/135831.png,2022-03-13 16:50:32.623255
94,2296,E. Hazard,32.0,7.0,Attacker,https://media-2.api-sports.io/football/players/2296.png,2023-06-04 18:30:11.452933
95,1708,Dani Raba,28.0,10.0,Attacker,https://media.api-sports.io/football/players/1708.png,2024-07-17 18:43:10.694325
96,18751,Ivan Cavaleiro,30.0,17.0,Attacker,https://media.api-sports.io/football/players/18751.png,2024-07-09 18:33:58.503517
97,30812,I. Pussetto,28.0,7.0,Attacker,https://media.api-sports.io/football/players/30812.png,2024-06-12 14:37:59.414972
98,14335,M. Vušković,22.0,44.0,Defender,https://media-3.api-sports.io/football/players/14335.png,2023-08-14 18:30:12.350959
99,153286,C. Noß,22.0,7.0,Midfielder,https://media.api-sports.io/football/players/153286.png,2024-06-27 18:44:52.944774
100,384266,Junior Bita,18.0,,Midfielder,https://media-2.api-sports.io/football/players/384266.png,2023-08-26 18:30:12.103342
101,1684,Andrés Fernández,37.0,13.0,Goalkeeper,https://media.api-sports.io/football/players/1684.png,2024-07-17 18:43:14.314038
102,163630,Alfonso Pastor,23.0,33.0,Goalkeeper,https://media.api-sports.io/football/players/163630.png,2024-07-17 18:43:14.314038
103,338295,Primo,19.0,32.0,Goalkeeper,https://media.api-sports.io/football/players/338295.png,2024-07-17 18:43:14.314038
104,47274,Capa,31.0,2.0,Defender,https://media.api-sports.io/football/players/47274.png,2024-07-17 18:43:14.314038
105,734,Dela,24.0,4.0,Defender,https://media.api-sports.io/football/players/734.png,2024-07-17 18:43:14.314038
106,47458,Postigo,35.0,15.0,Defender,https://media.api-sports.io/football/players/47458.png,2024-07-17 18:43:14.314038
107,47540,Ángel Algobia,24.0,23.0,Midfielder,https://media.api-sports.io/football/players/47540.png,2024-07-17 18:43:14.314038
108,182770,Carlos Álvarez,20.0,37.0,Midfielder,https://media.api-sports.io/football/players/182770.png,2024-07-17 18:43:14.314038
109,287932,B. Bobzien,20.0,19.0,Attacker,https://media.api-sports.io/football/players/287932.png,2024-06-27 18:44:56.868443
110,297740,Carlos Benítez,21.0,26.0,Midfielder,https://media.api-sports.io/football/players/297740.png,2024-07-17 18:43:14.314038
111,122469,Josete Miranda,25.0,,Attacker,https://media.api-sports.io/football/players/122469.png,2024-03-25 18:41:07.408756
112,182671,Cantero,23.0,11.0,Midfielder,https://media.api-sports.io/football/players/182671.png,2024-07-17 18:43:14.314038
113,163241,Óscar Clemente,24.0,17.0,Midfielder,https://media.api-sports.io/football/players/163241.png,2024-07-17 18:43:14.314038
114,46659,Rober Ibáñez,30.0,19.0,Midfielder,https://media.api-sports.io/football/players/46659.png,2024-07-17 18:43:14.314038
115,1699,Iborra,35.0,,Midfielder,https://media.api-sports.io/football/players/1699.png,2024-07-17 18:43:14.314038
116,119795,G. Kochorashvili,24.0,6.0,Midfielder,https://media.api-sports.io/football/players/119795.png,2024-07-17 18:43:14.314038
117,182150,Sergio Lozano,24.0,21.0,Midfielder,https://media.api-sports.io/football/players/182150.png,2024-07-17 18:43:14.314038
118,104949,Pablo Martínez,25.0,10.0,Midfielder,https://media.api-sports.io/football/players/104949.png,2024-07-17 18:43:14.314038
119,106727,Oriol Rey,25.0,20.0,Midfielder,https://media.api-sports.io/football/players/106727.png,2024-07-17 18:43:14.314038
120,286580,S. Keller,22.0,,Defender,https://media-1.api-sports.io/football/players/286580.png,2023-08-26 18:30:12.103342
121,119232,Dani Gómez,25.0,9.0,Attacker,https://media.api-sports.io/football/players/119232.png,2024-07-17 18:43:14.314038
122,47467,José Luis Morales,36.0,,Attacker,https://media.api-sports.io/football/players/47467.png,2024-07-17 18:43:14.314038
123,192032,Iván Romero,22.0,18.0,Attacker,https://media.api-sports.io/football/players/192032.png,2024-07-17 18:43:14.314038
124,203381,A. Schulz,20.0,12.0,Goalkeeper,https://media.api-sports.io/football/players/203381.png,2024-07-17 18:43:16.173832
125,648,A. Racioppi,25.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/648.png,2024-07-12 18:42:40.865569
126,271539,J. Hadjam,20.0,3.0,Defender,https://media.api-sports.io/football/players/271539.png,2024-07-12 18:42:40.865569
127,19291,S. Janko,28.0,17.0,Defender,https://media.api-sports.io/football/players/19291.png,2024-07-12 18:42:40.865569
128,941,L. Benito,31.0,23.0,Defender,https://media.api-sports.io/football/players/941.png,2024-07-12 18:42:40.865569
129,157913,Bastian Badu,22.0,14.0,Attacker,https://media.api-sports.io/football/players/157913.png,2022-05-13 18:30:48.612047
130,1579,Joaquín,42.0,17.0,Midfielder,https://media-2.api-sports.io/football/players/1579.png,2023-06-04 18:30:11.452933
131,31664,A. Micai,30.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/31664.png,2024-05-10 18:37:25.023413
132,19112,Kiko Casilla,37.0,1.0,Goalkeeper,https://media-3.api-sports.io/football/players/19112.png,2023-06-04 18:30:11.452933
133,22239,C. Niasse,23.0,20.0,Midfielder,https://media.api-sports.io/football/players/22239.png,2024-07-12 18:42:40.865569
134,336704,A. Fontanarosa,20.0,6.0,Defender,https://media.api-sports.io/football/players/336704.png,2024-05-10 18:37:25.023413
135,135965,D. Males,22.0,39.0,Midfielder,https://media.api-sports.io/football/players/135965.png,2024-07-12 18:42:40.865569
136,329406,Simone Ianesi,21.0,37.0,Attacker,https://media-3.api-sports.io/football/players/329406.png,2023-01-29 18:30:47.572275
137,48497,C. Itten,27.0,9.0,Attacker,https://media.api-sports.io/football/players/48497.png,2024-07-12 18:42:40.865569
138,140847,E. Colley,23.0,11.0,Attacker,https://media.api-sports.io/football/players/140847.png,2024-07-12 18:42:40.865569
139,25079,S. Ganvoula,27.0,35.0,Attacker,https://media.api-sports.io/football/players/25079.png,2024-07-12 18:42:40.865569
140,126951,M. Rohr,28.0,,Defender,https://media.api-sports.io/football/players/126951.png,2024-07-17 18:43:16.173832
141,43246,A. Laïdouni,27.0,20.0,Midfielder,https://media.api-sports.io/football/players/43246.png,2024-07-16 18:36:44.490166
142,31517,G. Frabotta,24.0,99.0,Defender,https://media.api-sports.io/football/players/31517.png,2024-05-10 18:37:25.023413
143,31148,M. Viviani,23.0,24.0,Midfielder,https://media.api-sports.io/football/players/31148.png,2024-05-10 18:37:25.023413
144,19126,S. Dallas,32.0,15.0,Defender,https://media.api-sports.io/football/players/19126.png,2024-04-16 18:36:31.143027
145,162116,S. Bonnah,20.0,2.0,Defender,https://media.api-sports.io/football/players/162116.png,2024-06-27 18:45:02.924738
146,330982,J. Morgan,17.0,46.0,Attacker,https://media-3.api-sports.io/football/players/330982.png,2023-05-22 18:30:12.546817
147,286623,Coke Carrillo,21.0,26.0,Goalkeeper,https://media.api-sports.io/football/players/286623.png,2024-07-17 18:43:18.034060
148,286795,César Fernández,19.0,37.0,Goalkeeper,https://media.api-sports.io/football/players/286795.png,2024-07-17 18:43:18.034060
149,40399,M. Praszelik,23.0,26.0,Midfielder,https://media.api-sports.io/football/players/40399.png,2024-05-10 18:37:25.023413
150,20564,K. Mayi,30.0,7.0,Attacker,https://media.api-sports.io/football/players/20564.png,2024-06-27 18:45:04.924931
151,336639,F. Zuccon,20.0,98.0,Midfielder,https://media.api-sports.io/football/players/336639.png,2024-05-10 18:37:25.023413
152,31348,G. Tutino,27.0,9.0,Attacker,https://media.api-sports.io/football/players/31348.png,2024-05-10 18:37:25.023413
153,8737,F. Forte,30.0,10.0,Attacker,https://media.api-sports.io/football/players/8737.png,2024-05-10 18:37:25.023413
154,185075,Ruly García,23.0,,Goalkeeper,https://media.api-sports.io/football/players/185075.png,2024-07-17 18:43:18.034060
155,30792,Nícolas,35.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/30792.png,2024-05-10 18:37:26.963460
156,30552,M. Leverbe,26.0,3.0,Defender,https://media.api-sports.io/football/players/30552.png,2024-05-10 18:37:26.963460
157,91503,S. Canestrelli,23.0,5.0,Defender,https://media.api-sports.io/football/players/91503.png,2024-05-10 18:37:26.963460
158,30469,A. Calabresi,27.0,33.0,Defender,https://media.api-sports.io/football/players/30469.png,2024-05-10 18:37:26.963460
159,126980,T. Barbieri,21.0,42.0,Defender,https://media.api-sports.io/football/players/126980.png,2024-05-10 18:37:26.963460
160,18835,Guaita,36.0,25.0,Goalkeeper,https://media.api-sports.io/football/players/18835.png,2024-07-17 18:43:18.034060
161,47427,Iván Villar,26.0,13.0,Goalkeeper,https://media.api-sports.io/football/players/47427.png,2024-07-17 18:43:18.034060
162,47357,Laguardia,34.0,5.0,Defender,https://media-2.api-sports.io/football/players/47357.png,2023-07-23 18:30:12.007680
163,135148,P. Sequeira,24.0,23.0,Goalkeeper,https://media.api-sports.io/football/players/135148.png,2024-07-03 18:30:43.565034
164,1926,J. Aidoo,28.0,15.0,Defender,https://media.api-sports.io/football/players/1926.png,2024-07-17 18:43:18.034060
165,179449,C. Souaré,21.0,19.0,Midfielder,https://media.api-sports.io/football/players/179449.png,2024-07-12 18:42:44.406721
166,8664,Y. Étienne,26.0,,Defender,https://media.api-sports.io/football/players/8664.png,2024-01-21 18:30:44.529532
167,20959,M. Tramoni,23.0,11.0,Midfielder,https://media.api-sports.io/football/players/20959.png,2024-05-10 18:37:26.963460
168,30875,M. Valoti,30.0,27.0,Midfielder,https://media.api-sports.io/football/players/30875.png,2024-05-10 18:37:26.963460
169,30781,Miguel Veloso,37.0,40.0,Midfielder,https://media.api-sports.io/football/players/30781.png,2024-05-10 18:37:26.963460
170,275886,N. Ouennas,19.0,,Goalkeeper,https://media.api-sports.io/football/players/275886.png,2022-05-29 18:30:48.248081
171,157988,Sergio Carreira,23.0,,Defender,https://media.api-sports.io/football/players/157988.png,2024-07-17 18:43:18.034060
172,30989,A. Barberis,30.0,51.0,Midfielder,https://media.api-sports.io/football/players/30989.png,2024-05-10 18:37:26.963460
173,30806,M. D&apos;Alessandro,32.0,77.0,Midfielder,https://media.api-sports.io/football/players/30806.png,2024-05-10 18:37:26.963460
174,18913,A. Driscoll-Glennon,24.0,3.0,Defender,https://media-4.api-sports.io/football/players/18913.png,2023-12-02 18:33:28.200339
175,179568,L. Tramoni,20.0,7.0,Attacker,https://media.api-sports.io/football/players/179568.png,2024-05-10 18:37:26.963460
176,174835,L. Llort,23.0,,Defender,https://media.api-sports.io/football/players/174835.png,2022-05-29 18:30:48.248081
177,334061,F. Sidibé,20.0,,Defender,https://media.api-sports.io/football/players/334061.png,2022-05-29 18:30:48.248081
178,31153,E. Torregrossa,31.0,10.0,Attacker,https://media.api-sports.io/football/players/31153.png,2024-05-10 18:37:26.963460
179,18856,B. Sako,34.0,26.0,Attacker,https://media.api-sports.io/football/players/18856.png,2022-05-29 18:30:48.248081
180,18930,M. Vydra,31.0,11.0,Attacker,https://media.api-sports.io/football/players/18930.png,2024-07-12 18:42:44.406721
181,49888,Y. Yazıcı,26.0,12.0,Attacker,https://media.api-sports.io/football/players/49888.png,2024-07-09 18:33:58.503517
182,162605,Javi Domínguez,22.0,31.0,Defender,https://media.api-sports.io/football/players/162605.png,2024-07-17 18:43:18.034060
183,342066,Filippo Frison,20.0,,Defender,https://media.api-sports.io/football/players/342066.png,2022-05-21 18:30:49.135821
184,30790,G. Lapadula,33.0,14.0,Attacker,https://media.api-sports.io/football/players/30790.png,2024-06-30 18:30:50.743532
185,286559,Carlos Domínguez,22.0,28.0,Defender,https://media.api-sports.io/football/players/286559.png,2024-07-17 18:43:18.034060
186,18896,Javier Manquillo,29.0,22.0,Defender,https://media.api-sports.io/football/players/18896.png,2024-07-17 18:43:18.034060
187,353865,Victor Aznar,20.0,34.0,Goalkeeper,https://media.api-sports.io/football/players/353865.png,2022-03-13 16:50:32.623255
188,730,T. Courtois,31.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/730.png,2024-06-01 18:30:35.285661
189,162712,Óscar Mingueza,24.0,3.0,Defender,https://media.api-sports.io/football/players/162712.png,2024-07-17 18:43:18.034060
190,47277,Unai Núñez,26.0,4.0,Defender,https://media.api-sports.io/football/players/47277.png,2024-07-17 18:43:18.034060
191,21584,M. Ristić,28.0,21.0,Defender,https://media.api-sports.io/football/players/21584.png,2024-07-17 18:43:18.034060
192,384135,Javi Rodríguez,20.0,32.0,Defender,https://media.api-sports.io/football/players/384135.png,2024-07-17 18:43:18.034060
193,286796,Damián Rodríguez,20.0,34.0,Defender,https://media.api-sports.io/football/players/286796.png,2024-07-17 18:43:18.034060
194,3400,Jean-Armel Kana-Biyik,33.0,27.0,Defender,https://media.api-sports.io/football/players/3400.png,2022-05-21 18:30:49.470833
195,20940,Manuel Cabit,29.0,28.0,Defender,https://media.api-sports.io/football/players/20940.png,2022-05-21 18:30:49.470833
196,355049,Y. Beaka,20.0,,Midfielder,https://media.api-sports.io/football/players/355049.png,2024-01-21 18:30:44.529532
197,1833,G. Guerrieri,26.0,96.0,Goalkeeper,https://media.api-sports.io/football/players/1833.png,2022-03-13 16:50:32.623255
198,179955,Javi Rueda,21.0,40.0,Defender,https://media.api-sports.io/football/players/179955.png,2024-07-17 18:43:18.034060
199,2273,Kepa,29.0,25.0,Goalkeeper,https://media.api-sports.io/football/players/2273.png,2024-06-01 18:30:35.285661
200,64309,Manu Sánchez,23.0,23.0,Defender,https://media.api-sports.io/football/players/64309.png,2024-07-17 18:43:18.034060
201,334575,Diego Piñeiro,19.0,26.0,Goalkeeper,https://media.api-sports.io/football/players/334575.png,2024-06-01 18:30:35.285661
202,396475,Fran González,18.0,30.0,Goalkeeper,https://media.api-sports.io/football/players/396475.png,2024-06-01 18:30:35.285661
203,47988,C. Starfelt,28.0,2.0,Defender,https://media.api-sports.io/football/players/47988.png,2024-07-17 18:43:18.034060
204,47434,Kevin Vázquez,30.0,20.0,Defender,https://media.api-sports.io/football/players/47434.png,2024-07-17 18:43:18.034060
205,329720,Hugo Álvarez,20.0,33.0,Midfielder,https://media.api-sports.io/football/players/329720.png,2024-07-17 18:43:18.034060
206,206260,Lucas Cañizares,21.0,31.0,Goalkeeper,https://media.api-sports.io/football/players/206260.png,2024-06-01 18:30:35.285661
207,189997,Mario de Luis,21.0,39.0,Goalkeeper,https://media.api-sports.io/football/players/189997.png,2024-06-01 18:30:35.285661
208,47435,Fran Beltrán,24.0,8.0,Midfielder,https://media.api-sports.io/football/players/47435.png,2024-07-17 18:43:18.034060
209,505,D. Alaba,31.0,4.0,Defender,https://media.api-sports.io/football/players/505.png,2024-06-01 18:30:35.285661
210,736,Fran García,24.0,20.0,Defender,https://media.api-sports.io/football/players/736.png,2024-06-01 18:30:35.285661
211,570,F. Cervi,29.0,11.0,Midfielder,https://media.api-sports.io/football/players/570.png,2024-07-17 18:43:18.034060
212,19026,L. de la Torre,25.0,14.0,Midfielder,https://media.api-sports.io/football/players/19026.png,2024-07-17 18:43:18.034060
213,162034,Carlos Dotor,22.0,6.0,Midfielder,https://media.api-sports.io/football/players/162034.png,2024-07-17 18:43:18.034060
214,237174,Álvaro Carrillo,21.0,34.0,Defender,https://media.api-sports.io/football/players/237174.png,2024-06-01 18:30:35.285661
215,330438,Edgar Pujol,19.0,37.0,Defender,https://media.api-sports.io/football/players/330438.png,2024-06-01 18:30:35.285661
216,386305,Jacobo RamÃ³n,18.0,41.0,Defender,https://media.api-sports.io/football/players/386305.png,2024-06-01 18:30:35.285661
217,329722,Yoel Lago,19.0,38.0,Midfielder,https://media.api-sports.io/football/players/329722.png,2024-07-17 18:43:18.034060
218,1364,Jaílson,28.0,16.0,Midfielder,https://media.api-sports.io/football/players/1364.png,2024-07-17 18:43:18.034060
219,313651,Hugo Sotelo,20.0,30.0,Midfielder,https://media.api-sports.io/football/players/313651.png,2024-07-17 18:43:18.034060
220,269163,W. Swedberg,19.0,19.0,Midfielder,https://media.api-sports.io/football/players/269163.png,2024-07-17 18:43:18.034060
221,757,Lucas Vázquez,32.0,17.0,Midfielder,https://media.api-sports.io/football/players/757.png,2024-06-01 18:30:35.285661
222,748,Dani Ceballos,27.0,19.0,Midfielder,https://media.api-sports.io/football/players/748.png,2024-06-01 18:30:35.285661
223,744,Brahim Díaz,24.0,21.0,Midfielder,https://media.api-sports.io/football/players/744.png,2024-06-01 18:30:35.285661
224,326072,Malcom Musquet,20.0,,Defender,https://media.api-sports.io/football/players/326072.png,2022-05-21 18:30:49.470833
